mes,metodo,alpha_opt,iters,f_obj,lambda,mu_usado,max_before,max_after,max_reduction_%,max_peak_before,max_peak_after,max_peak_reduction_%,energy_before,energy_after,energy_diff_%
2009-01,Newton-Raphson,0.14145413826283787,2,3358.578429212832,1.804859687279358,0.0005,6.519633333333333,5.597404218376994,14.145413826283777,6.519633333333333,5.597404218376994,14.145413826283777,1049.2550833333335,1049.2550833333335,0.0
2009-02,Punto Fijo,0.12099469820042932,37,2457.5885779793057,1.804859687279358,0.00025,5.2338000000000005,5.2909819048414874,-1.0925504383332758,4.673766666666666,4.108265679374107,12.09946982004293,837.9600333333333,837.9600333333333,0.0
2009-03,Punto Fijo,0.11156868744572339,163,2416.3260427465734,1.804859687279358,0.0005,4.3942,4.451556840285132,-1.305285155093818,3.8746666666666667,3.4423751923769705,11.156868744572337,912.7878999999999,912.7879,1.245490192427135e-14
2009-04,Newton-Raphson,0.17053042022909562,2,1960.8220508963955,1.804859687279358,0.00025,5.133966666666667,4.258469173557831,17.05304202290956,5.133966666666667,4.258469173557831,17.05304202290956,821.2790666666667,821.2790666666666,-1.384265620978724e-14
2009-05,Newton-Raphson,0.10972537418807751,2,1672.2979188154463,1.804859687279358,0.001,4.2653,3.821148118490387,10.41314518344813,4.2653,3.797288361475593,10.972537418807748,753.54115,753.54115,0.0
2009-06,Punto Fijo,0.07296294855127508,10,1220.1229827601917,1.804859687279358,0.001,3.4554666666666667,3.4804074249012737,-0.7217768434926415,2.5557666666666665,2.369290394857603,7.296294855127498,627.94225,627.9422500000001,1.8104664516779377e-14
2009-07,Newton-Raphson,0.13652696984130883,2,693.7197882347418,1.804859687279358,0.0005,3.0504000000000002,2.77493156138764,9.030567748897202,3.0504000000000002,2.6339381311960715,13.652696984130891,459.93420000000003,459.93420000000003,0.0
2009-08,Newton-Raphson,0.24563310324568402,2,797.8226055567046,1.804859687279358,0.001,3.8541000000000003,3.655161043487359,5.161748696521657,3.8541000000000003,2.9074054567808094,24.563310324568402,488.21528333333333,488.21528333333333,0.0
2009-09,Newton-Raphson,0.23090856427212816,2,1537.6766022703969,1.804859687279358,0.001,4.4504,4.556808337855018,-2.390983683601874,4.300333333333333,3.3073495374417576,23.090856427212817,710.5603666666666,710.5603666666667,1.5999602997129736e-14
2009-10,Newton-Raphson,0.16963497024517277,2,2222.700321227374,1.804859687279358,0.0005,4.663166666666667,4.749124478955958,-1.8433356222014485,3.6452999999999998,3.0269296429652717,16.96349702451727,851.48845,851.4884500000001,1.335154196414714e-14
2009-11,Punto Fijo,0.17841212969255954,11,2576.062211902152,1.804859687279358,0.00025,5.115166666666667,4.867981193958155,4.832403102704617,5.115166666666667,4.202558887934276,17.841212969255956,917.8394499999999,917.8394499999999,0.0
2009-12,Punto Fijo,0.11094695064679559,11,3012.544498533483,1.804859687279358,0.0005,4.675233333333334,4.732513925582567,-1.2251921597332012,4.675233333333334,4.156530451437747,11.09469506467956,1015.1647333333333,1015.1647333333334,1.1198856105680586e-14
2010-01,Newton-Raphson,0.08990095830754295,2,3350.5233147897316,1.804859687279358,0.0005,5.3368,5.317215986051527,0.36696173640521534,5.3368,4.8570165657043045,8.990095830754303,1081.3365333333334,1081.3365333333334,0.0
2010-02,Newton-Raphson,0.08110567312769221,2,2700.912178381509,1.804859687279358,0.00025,5.0908,5.135355183014907,-0.8752098494324494,4.619633333333334,4.244954862230209,8.110567312769225,924.6165,924.6165,0.0
2010-03,Punto Fijo,0.11120659340154318,23,2003.162713544757,1.804859687279358,0.001,3.969,4.017337041174694,-1.2178644790802318,3.946366666666667,3.5075046733532638,11.120659340154315,829.7601,829.7601,0.0
2010-04,Newton-Raphson,0.07014011893352054,2,1678.2843251857996,1.804859687279358,0.001,3.8831333333333333,3.6112609702224785,7.001365644003679,3.8831333333333333,3.610769899498615,7.014011893352059,739.6415833333334,739.6415833333333,-1.5370530846746743e-14
2010-05,Punto Fijo,0.0790056234537409,21,1927.4089399611714,1.804859687279358,6.25e-05,3.8198333333333334,3.8532630896463447,-0.8751626941754334,3.7895666666666665,3.490169589547152,7.90056234537409,814.9015333333334,814.9015333333333,-1.3950990772662188e-14
2010-06,Newton-Raphson,0.0,2,1507.688771441073,1.804859687279358,0.001,3.9411,3.9411,0.0,3.9411,3.9411,0.0,698.1338333333333,698.1338333333333,0.0
2010-07,Newton-Raphson,0.0,2,924.5016291826863,1.804859687279358,0.001,3.3290333333333333,3.3290333333333333,0.0,2.280733333333333,2.280733333333333,0.0,536.5067166666666,536.5067166666666,0.0
2010-08,Newton-Raphson,0.026445638414292476,2,728.2018340043797,1.804859687279358,0.001,3.2344999999999997,3.1489615825489707,2.6445638414292465,3.2344999999999997,3.1489615825489707,2.6445638414292465,462.3275666666667,462.32756666666666,-1.229505289304791e-14
2010-09,Newton-Raphson,0.11955240725341873,2,1473.0292916678643,1.804859687279358,0.001,2.9842999999999997,3.0133486392957534,-0.9733820090390923,2.9842999999999997,2.6275197510336223,11.95524072534187,713.5629666666666,713.5629666666667,1.593227830372027e-14
2010-10,Newton-Raphson,0.1904768632947371,2,340.94094951869846,1.804859687279358,0.001,3.9403,3.4937188791116234,11.333683244635605,3.9403,3.1897640155597475,19.04768632947371,135.3218606060606,135.3218606060606,0.0
